Year,Month,DayOfWeek,Company,Payment Type,No. of Trips
2023,July,Tuesday,Globe Taxi,Credit Card,1164
2023,July,Tuesday,Globe Taxi,Mobile,503
2023,July,Tuesday,Globe Taxi,Prcard,272
2023,July,Tuesday,Koam Taxi Association,Cash,59
2023,July,Tuesday,Koam Taxi Association,Credit Card,112
2023,July,Tuesday,Koam Taxi Association,Mobile,65
2023,July,Tuesday,Medallion Leasin,Cash,858
2023,July,Tuesday,Medallion Leasin,Credit Card,1139
2023,July,Tuesday,Medallion Leasin,Mobile,487
2023,July,Tuesday,Medallion Leasin,Prcard,94
2023,July,Tuesday,Metro Jet Taxi A.,Cash,14
2023,July,Tuesday,Metro Jet Taxi A.,Credit Card,29
2023,July,Tuesday,Metro Jet Taxi A.,Mobile,8
2023,July,Tuesday,Metro Jet Taxi A.,Prcard,1
2023,July,Tuesday,Patriot Taxi Dba Peace Taxi Associat,Cash,73
2023,July,Tuesday,Patriot Taxi Dba Peace Taxi Associat,Credit Card,56
2023,July,Tuesday,Patriot Taxi Dba Peace Taxi Associat,Mobile,42
2023,July,Tuesday,Patriot Taxi Dba Peace Taxi Associat,Prcard,20
2023,July,Tuesday,Petani Cab Corp,Cash,1
2023,July,Tuesday,Petani Cab Corp,Credit Card,12
2023,July,Tuesday,Setare Inc,Cash,25
2023,July,Tuesday,Setare Inc,Credit Card,46
2023,July,Tuesday,Setare Inc,Mobile,2
2023,July,Tuesday,Star North Taxi Management Llc,Cash,528
2023,July,Tuesday,Star North Taxi Management Llc,Credit Card,870
2023,July,Tuesday,Star North Taxi Management Llc,Mobile,425
2023,July,Tuesday,Star North Taxi Management Llc,Prcard,23
2023,July,Tuesday,Sun Taxi,Cash,2040
2023,July,Tuesday,Sun Taxi,Credit Card,3556
2023,July,Tuesday,Sun Taxi,Mobile,1580
2023,July,Tuesday,Sun Taxi,Prcard,298
2023,July,Tuesday,Taxi Affiliation Services,Cash,4823
2023,July,Tuesday,Taxi Affiliation Services,Credit Card,6127
2023,July,Tuesday,Taxi Affiliation Services,Dispute,1
2023,July,Tuesday,Taxi Affiliation Services,No Charge,1
2023,July,Tuesday,Taxi Affiliation Services,Unknown,2663
2023,July,Tuesday,Taxi Affiliation Services Llc - Yell,Cash,11
2023,July,Tuesday,Taxi Affiliation Services Llc - Yell,Credit Card,26
2023,July,Tuesday,Taxi Affiliation Services Llc - Yell,Mobile,9
2023,July,Tuesday,Taxicab Insurance Agency Llc,Cash,1849
2023,July,Tuesday,Taxicab Insurance Agency Llc,Credit Card,3323
2023,July,Tuesday,Taxicab Insurance Agency Llc,Mobile,1478
2023,July,Tuesday,Taxicab Insurance Agency Llc,Prcard,148
2023,July,Tuesday,"Taxicab Insurance Agency, LLC",Cash,526
2023,July,Tuesday,"Taxicab Insurance Agency, LLC",Credit Card,716
2023,July,Tuesday,"Taxicab Insurance Agency, LLC",Dispute,7
2023,July,Tuesday,"Taxicab Insurance Agency, LLC",No Charge,3
2023,July,Tuesday,"Taxicab Insurance Agency, LLC",Unknown,25
2023,July,Tuesday,Top Cab,Cash,43
2023,July,Tuesday,Top Cab,Credit Card,80
2023,July,Tuesday,Top Cab,Mobile,30
2023,July,Tuesday,Top Cab,Prcard,10
2023,July,Tuesday,U Taxicab,Cash,189
2023,July,Tuesday,U Taxicab,Credit Card,271
2023,July,Tuesday,U Taxicab,Dispute,8
2023,July,Tuesday,U Taxicab,No Charge,1
2023,July,Tuesday,U Taxicab,Unknown,17
2023,July,Wednesday,2733 - 74600 Benny Jona,Cash,7
2023,July,Wednesday,2733 - 74600 Benny Jona,Credit Card,11
2023,July,Wednesday,312 Medallion Management Corp,Cash,49
2023,July,Wednesday,312 Medallion Management Corp,Credit Card,76
2023,July,Wednesday,3556 - 36214 RC Andrews Cab,Cash,9
2023,July,Wednesday,3556 - 36214 RC Andrews Cab,Credit Card,1
2023,July,Wednesday,3556 - 36214 RC Andrews Cab,Unknown,26
2023,July,Wednesday,3591 - 63480 Chuks Cab,Cash,24
2023,July,Wednesday,3591 - 63480 Chuks Cab,Credit Card,30
2023,July,Wednesday,4053 - 40193 Adwar H. Nikola,Credit Card,4
2023,July,Wednesday,4623 - 27290 Jay Kim,Cash,10
2023,July,Wednesday,4623 - 27290 Jay Kim,Credit Card,17
2023,July,Wednesday,4787 - 56058 Reny Cab Co,Cash,14
2023,July,Wednesday,4787 - 56058 Reny Cab Co,Credit Card,9
2023,July,Wednesday,4787 - 56058 Reny Cab Co,Unknown,2
2023,July,Wednesday,5 Star Taxi,Cash,981
2023,July,Wednesday,5 Star Taxi,Credit Card,1515
2023,July,Wednesday,5 Star Taxi,Mobile,564
2023,July,Wednesday,5 Star Taxi,Prcard,373
2023,July,Wednesday,5167 - 71969 5167 Taxi Inc,Cash,17
2023,July,Wednesday,5167 - 71969 5167 Taxi Inc,Credit Card,4
2023,July,Wednesday,5167 - 71969 5167 Taxi Inc,Unknown,6
2023,July,Wednesday,6574 - Babylon Express Inc.,Cash,4
2023,July,Wednesday,6574 - Babylon Express Inc.,Credit Card,14
2023,July,Wednesday,Blue Ribbon Taxi Association,Cash,795
2023,July,Wednesday,Blue Ribbon Taxi Association,Credit Card,942
2023,July,Wednesday,Blue Ribbon Taxi Association,Mobile,523
2023,July,Wednesday,Blue Ribbon Taxi Association,Prcard,223
2023,July,Wednesday,Chicago City Taxi Association,Cash,325
2023,July,Wednesday,Chicago City Taxi Association,Credit Card,576
2023,July,Wednesday,Chicago City Taxi Association,Dispute,4
2023,July,Wednesday,Chicago City Taxi Association,Unknown,42
2023,July,Wednesday,Chicago Independents,Cash,1445
2023,July,Wednesday,Chicago Independents,Credit Card,2373
2023,July,Wednesday,Chicago Independents,Dispute,4
2023,July,Wednesday,Chicago Independents,Mobile,1062
2023,July,Wednesday,Chicago Independents,No Charge,3
2023,July,Wednesday,Chicago Independents,Prcard,71
2023,July,Wednesday,Chicago Independents,Unknown,14
2023,July,Wednesday,Chicago Taxicab,Cash,52
2023,July,Wednesday,Chicago Taxicab,Credit Card,109
2023,July,Wednesday,Chicago Taxicab,Mobile,26
2023,July,Wednesday,Chicago Taxicab,Prcard,1
2023,July,Wednesday,Choice Taxi Association,Cash,375
2023,July,Wednesday,Choice Taxi Association,Credit Card,643
2023,July,Wednesday,Choice Taxi Association,Dispute,2
2023,July,Wednesday,Choice Taxi Association,No Charge,8
2023,July,Wednesday,Choice Taxi Association,Unknown,166
2023,July,Wednesday,Choice Taxi Association Inc,Cash,146
2023,July,Wednesday,Choice Taxi Association Inc,Credit Card,301
2023,July,Wednesday,Choice Taxi Association Inc,Mobile,133
2023,July,Wednesday,Choice Taxi Association Inc,Prcard,1
2023,July,Wednesday,City Service,Cash,2244
2023,July,Wednesday,City Service,Credit Card,3624
2023,July,Wednesday,City Service,Mobile,1696
2023,July,Wednesday,City Service,Prcard,876
2023,July,Wednesday,Flash Cab,Cash,4815
2023,July,Wednesday,Flash Cab,Credit Card,3589
2023,July,Wednesday,Flash Cab,Mobile,2312
2023,July,Wednesday,Flash Cab,Prcard,4404
2023,July,Wednesday,Globe Taxi,Cash,844
2023,July,Wednesday,Globe Taxi,Credit Card,1238
2023,July,Wednesday,Globe Taxi,Mobile,567
2023,July,Wednesday,Globe Taxi,Prcard,289
2023,July,Wednesday,Koam Taxi Association,Cash,70
2023,July,Wednesday,Koam Taxi Association,Credit Card,114
2023,July,Wednesday,Koam Taxi Association,Mobile,64
2023,July,Wednesday,Koam Taxi Association,Prcard,2
2023,July,Wednesday,Medallion Leasin,Cash,988
2023,July,Wednesday,Medallion Leasin,Credit Card,1279
2023,July,Wednesday,Medallion Leasin,Mobile,625
2023,July,Wednesday,Medallion Leasin,Prcard,106
2023,July,Wednesday,Metro Jet Taxi A.,Cash,24
2023,July,Wednesday,Metro Jet Taxi A.,Credit Card,27
2023,July,Wednesday,Metro Jet Taxi A.,Mobile,12
2023,July,Wednesday,Metro Jet Taxi A.,Prcard,2
2023,July,Wednesday,Patriot Taxi Dba Peace Taxi Associat,Cash,94
2023,July,Wednesday,Patriot Taxi Dba Peace Taxi Associat,Credit Card,82
2023,July,Wednesday,Patriot Taxi Dba Peace Taxi Associat,Mobile,79
2023,July,Wednesday,Patriot Taxi Dba Peace Taxi Associat,Prcard,18
2023,July,Wednesday,Petani Cab Corp,Cash,5
2023,July,Wednesday,Petani Cab Corp,Credit Card,11
2023,July,Wednesday,Setare Inc,Cash,25
2023,July,Wednesday,Setare Inc,Credit Card,40
2023,July,Wednesday,Setare Inc,Mobile,1
2023,July,Wednesday,Star North Taxi Management Llc,Cash,527
2023,July,Wednesday,Star North Taxi Management Llc,Credit Card,850
2023,July,Wednesday,Star North Taxi Management Llc,Mobile,400
2023,July,Wednesday,Star North Taxi Management Llc,Prcard,12
2023,July,Wednesday,Sun Taxi,Cash,2191
2023,July,Wednesday,Sun Taxi,Credit Card,4006
2023,July,Wednesday,Sun Taxi,Mobile,1750
2023,July,Wednesday,Sun Taxi,Prcard,303
2023,July,Wednesday,Taxi Affiliation Services,Cash,5693
2023,July,Wednesday,Taxi Affiliation Services,Credit Card,6854
2023,July,Wednesday,Taxi Affiliation Services,No Charge,2
2023,July,Wednesday,Taxi Affiliation Services,Unknown,2880
2023,July,Wednesday,Taxi Affiliation Services Llc - Yell,Cash,10
2023,July,Wednesday,Taxi Affiliation Services Llc - Yell,Credit Card,31
2023,July,Wednesday,Taxi Affiliation Services Llc - Yell,Mobile,11
2023,July,Wednesday,Taxicab Insurance Agency Llc,Cash,2318
2023,July,Wednesday,Taxicab Insurance Agency Llc,Credit Card,3972
2023,July,Wednesday,Taxicab Insurance Agency Llc,Mobile,1883
2023,July,Wednesday,Taxicab Insurance Agency Llc,Prcard,168
2023,July,Wednesday,"Taxicab Insurance Agency, LLC",Cash,693
2023,July,Wednesday,"Taxicab Insurance Agency, LLC",Credit Card,814
2023,July,Wednesday,"Taxicab Insurance Agency, LLC",Dispute,6
2023,July,Wednesday,"Taxicab Insurance Agency, LLC",No Charge,5
2023,July,Wednesday,"Taxicab Insurance Agency, LLC",Unknown,45
2023,July,Wednesday,Top Cab,Cash,47
2023,July,Wednesday,Top Cab,Credit Card,85
2023,July,Wednesday,Top Cab,Mobile,16
2023,July,Wednesday,Top Cab,Prcard,11
2023,July,Wednesday,U Taxicab,Cash,195
2023,July,Wednesday,U Taxicab,Credit Card,325
2023,July,Wednesday,U Taxicab,Dispute,8
2023,July,Wednesday,U Taxicab,Unknown,9
2023,June,Friday,2733 - 74600 Benny Jona,Cash,10
2023,June,Friday,2733 - 74600 Benny Jona,Credit Card,23
2023,June,Friday,312 Medallion Management Corp,Cash,48
2023,June,Friday,312 Medallion Management Corp,Credit Card,105
2023,June,Friday,3556 - 36214 RC Andrews Cab,Cash,7
2023,June,Friday,3556 - 36214 RC Andrews Cab,Credit Card,1
2023,June,Friday,3556 - 36214 RC Andrews Cab,Unknown,21
2023,June,Friday,3591 - 63480 Chuks Cab,Cash,53
2023,June,Friday,3591 - 63480 Chuks Cab,Credit Card,57
2023,June,Friday,4053 - 40193 Adwar H. Nikola,Cash,3
2023,June,Friday,4053 - 40193 Adwar H. Nikola,Credit Card,12
2023,June,Friday,4623 - 27290 Jay Kim,Cash,15
2023,June,Friday,4623 - 27290 Jay Kim,Credit Card,35
2023,June,Friday,4623 - 27290 Jay Kim,Unknown,1
2023,June,Friday,4787 - 56058 Reny Cab Co,Cash,2
2023,June,Friday,5 Star Taxi,Cash,1325
2023,June,Friday,5 Star Taxi,Credit Card,2153
2023,June,Friday,5 Star Taxi,Mobile,895
2023,June,Friday,5 Star Taxi,Prcard,568
2023,June,Friday,5167 - 71969 5167 Taxi Inc,Cash,27
2023,June,Friday,5167 - 71969 5167 Taxi Inc,Credit Card,3
2023,June,Friday,5167 - 71969 5167 Taxi Inc,Unknown,10
2023,June,Friday,6574 - Babylon Express Inc.,Cash,17
2023,June,Friday,6574 - Babylon Express Inc.,Credit Card,14
2023,June,Friday,Blue Ribbon Taxi Association,Cash,1177
2023,June,Friday,Blue Ribbon Taxi Association,Credit Card,1344
2023,June,Friday,Blue Ribbon Taxi Association,Mobile,828
2023,June,Friday,Blue Ribbon Taxi Association,Prcard,265
2023,June,Friday,Blue Ribbon Taxi Association Inc.,Credit Card,1
2023,June,Friday,Chicago City Taxi Association,Cash,465
2023,June,Friday,Chicago City Taxi Association,Credit Card,751
2023,June,Friday,Chicago City Taxi Association,Dispute,5
2023,June,Friday,Chicago City Taxi Association,No Charge,1
2023,June,Friday,Chicago City Taxi Association,Unknown,43
2023,June,Friday,Chicago Independents,Cash,1872
2023,June,Friday,Chicago Independents,Credit Card,3511
2023,June,Friday,Chicago Independents,Dispute,1
2023,June,Friday,Chicago Independents,Mobile,1529
2023,June,Friday,Chicago Independents,No Charge,14
2023,June,Friday,Chicago Independents,Prcard,67
2023,June,Friday,Chicago Independents,Unknown,9
2023,June,Friday,Chicago Taxicab,Cash,93
2023,June,Friday,Chicago Taxicab,Credit Card,171
2023,June,Friday,Chicago Taxicab,Mobile,21
2023,June,Friday,Chicago Taxicab,Prcard,2
2023,June,Friday,Choice Taxi Association,Cash,638
2023,June,Friday,Choice Taxi Association,Credit Card,1064
2023,June,Friday,Choice Taxi Association,Dispute,8
2023,June,Friday,Choice Taxi Association,No Charge,16
2023,June,Friday,Choice Taxi Association,Unknown,232
2023,June,Friday,Choice Taxi Association Inc,Cash,150
2023,June,Friday,Choice Taxi Association Inc,Credit Card,352
2023,June,Friday,Choice Taxi Association Inc,Mobile,183
2023,June,Friday,Choice Taxi Association Inc,Prcard,5
2023,June,Friday,City Service,Cash,2871
2023,June,Friday,City Service,Credit Card,5257
2023,June,Friday,City Service,Mobile,2607
2023,June,Friday,City Service,Prcard,941
2023,June,Friday,Flash Cab,Cash,6191
2023,June,Friday,Flash Cab,Credit Card,5012
2023,June,Friday,Flash Cab,Mobile,3471
2023,June,Friday,Flash Cab,Prcard,5269
2023,June,Friday,Globe Taxi,Cash,1137
2023,June,Friday,Globe Taxi,Credit Card,1598
2023,June,Friday,Globe Taxi,Mobile,846
2023,June,Friday,Globe Taxi,Prcard,342
2023,June,Friday,Koam Taxi Association,Cash,70
2023,June,Friday,Koam Taxi Association,Credit Card,157
2023,June,Friday,Koam Taxi Association,Mobile,99
2023,June,Friday,Koam Taxi Association,Prcard,3
2023,June,Friday,Medallion Leasin,Cash,1277
2023,June,Friday,Medallion Leasin,Credit Card,1951
2023,June,Friday,Medallion Leasin,Mobile,931
2023,June,Friday,Medallion Leasin,Prcard,115
2023,June,Friday,Metro Jet Taxi A.,Cash,15
2023,June,Friday,Metro Jet Taxi A.,Credit Card,25
2023,June,Friday,Metro Jet Taxi A.,Mobile,7
2023,June,Friday,Metro Jet Taxi A.,Prcard,1
2023,June,Friday,Patriot Taxi Dba Peace Taxi Associat,Cash,104
2023,June,Friday,Patriot Taxi Dba Peace Taxi Associat,Credit Card,101
2023,June,Friday,Patriot Taxi Dba Peace Taxi Associat,Mobile,109
2023,June,Friday,Patriot Taxi Dba Peace Taxi Associat,Prcard,17
2023,June,Friday,Petani Cab Corp,Cash,2
2023,June,Friday,Petani Cab Corp,Credit Card,23
2023,June,Friday,Setare Inc,Cash,13
2023,June,Friday,Setare Inc,Credit Card,60
2023,June,Friday,Setare Inc,Mobile,3
2023,June,Friday,Setare Inc,Prcard,1
2023,June,Friday,Star North Taxi Management Llc,Cash,774
2023,June,Friday,Star North Taxi Management Llc,Credit Card,1368
2023,June,Friday,Star North Taxi Management Llc,Mobile,949
2023,June,Friday,Star North Taxi Management Llc,Prcard,32
2023,June,Friday,Sun Taxi,Cash,3193
2023,June,Friday,Sun Taxi,Credit Card,5765
2023,June,Friday,Sun Taxi,Mobile,2734
2023,June,Friday,Sun Taxi,Prcard,381
2023,June,Friday,Taxi Affiliation Services,Cash,7072
2023,June,Friday,Taxi Affiliation Services,Credit Card,9375
2023,June,Friday,Taxi Affiliation Services,No Charge,3
2023,June,Friday,Taxi Affiliation Services,Unknown,3332
2023,June,Friday,Taxi Affiliation Services Llc - Yell,Cash,20
2023,June,Friday,Taxi Affiliation Services Llc - Yell,Credit Card,44
2023,June,Friday,Taxi Affiliation Services Llc - Yell,Mobile,20
2023,June,Friday,Taxi Affiliation Services Llc - Yell,Prcard,1
2023,June,Friday,Taxicab Insurance Agency Llc,Cash,2900
2023,June,Friday,Taxicab Insurance Agency Llc,Credit Card,5358
2023,June,Friday,Taxicab Insurance Agency Llc,Mobile,2681
2023,June,Friday,Taxicab Insurance Agency Llc,Prcard,218
2023,June,Friday,"Taxicab Insurance Agency, LLC",Cash,900
2023,June,Friday,"Taxicab Insurance Agency, LLC",Credit Card,1323
2023,June,Friday,"Taxicab Insurance Agency, LLC",Dispute,8
2023,June,Friday,"Taxicab Insurance Agency, LLC",No Charge,8
2023,June,Friday,"Taxicab Insurance Agency, LLC",Unknown,37
2023,June,Friday,Top Cab,Cash,56
2023,June,Friday,Top Cab,Credit Card,107
2023,June,Friday,Top Cab,Mobile,52
2023,June,Friday,Top Cab,Prcard,10
2023,June,Friday,U Taxicab,Cash,325
2023,June,Friday,U Taxicab,Credit Card,470
2023,June,Friday,U Taxicab,Dispute,6
2023,June,Friday,U Taxicab,Unknown,26
2023,June,Monday,2733 - 74600 Benny Jona,Cash,3
2023,June,Monday,2733 - 74600 Benny Jona,Credit Card,19
2023,June,Monday,312 Medallion Management Corp,Cash,30
2023,June,Monday,312 Medallion Management Corp,Credit Card,82
2023,June,Monday,3556 - 36214 RC Andrews Cab,Cash,3
2023,June,Monday,3556 - 36214 RC Andrews Cab,Unknown,29
2023,June,Monday,3591 - 63480 Chuks Cab,Cash,2
2023,June,Monday,3591 - 63480 Chuks Cab,Credit Card,4
2023,June,Monday,4053 - 40193 Adwar H. Nikola,Cash,1
2023,June,Monday,4053 - 40193 Adwar H. Nikola,Credit Card,14
2023,June,Monday,4623 - 27290 Jay Kim,Cash,1
2023,June,Monday,4623 - 27290 Jay Kim,Credit Card,20
2023,June,Monday,4787 - 56058 Reny Cab Co,Cash,23
2023,June,Monday,4787 - 56058 Reny Cab Co,Credit Card,10
2023,June,Monday,4787 - 56058 Reny Cab Co,Unknown,1
2023,June,Monday,5 Star Taxi,Cash,1032
2023,June,Monday,5 Star Taxi,Credit Card,1899
2023,June,Monday,5 Star Taxi,Mobile,482
2023,June,Monday,5 Star Taxi,Prcard,474
2023,June,Monday,5167 - 71969 5167 Taxi Inc,Cash,19
2023,June,Monday,5167 - 71969 5167 Taxi Inc,Credit Card,11
2023,June,Monday,5167 - 71969 5167 Taxi Inc,Unknown,3
2023,June,Monday,6574 - Babylon Express Inc.,Cash,5
2023,June,Monday,6574 - Babylon Express Inc.,Credit Card,18
2023,June,Monday,Blue Ribbon Taxi Association,Cash,827
2023,June,Monday,Blue Ribbon Taxi Association,Credit Card,1128
2023,June,Monday,Blue Ribbon Taxi Association,Mobile,451
2023,June,Monday,Blue Ribbon Taxi Association,Prcard,224
2023,June,Monday,Blue Ribbon Taxi Association Inc.,Credit Card,1
2023,June,Monday,Chicago City Taxi Association,Cash,302
2023,June,Monday,Chicago City Taxi Association,Credit Card,577
2023,June,Monday,Chicago City Taxi Association,Dispute,6
2023,June,Monday,Chicago City Taxi Association,Unknown,40
2023,June,Monday,Chicago Independents,Cash,1243
2023,June,Monday,Chicago Independents,Credit Card,2769
2023,June,Monday,Chicago Independents,Dispute,4
2023,June,Monday,Chicago Independents,Mobile,754
2023,June,Monday,Chicago Independents,No Charge,3
2023,June,Monday,Chicago Independents,Prcard,60
2023,June,Monday,Chicago Independents,Unknown,5
2023,June,Monday,Chicago Taxicab,Cash,64
2023,June,Monday,Chicago Taxicab,Credit Card,172
2023,June,Monday,Chicago Taxicab,Mobile,38
2023,June,Monday,Chicago Taxicab,Prcard,1
2023,June,Monday,Choice Taxi Association,Cash,397
2023,June,Monday,Choice Taxi Association,Credit Card,832
2023,June,Monday,Choice Taxi Association,Dispute,3
2023,June,Monday,Choice Taxi Association,No Charge,6
2023,June,Monday,Choice Taxi Association,Unknown,182
2023,June,Monday,Choice Taxi Association Inc,Cash,81
2023,June,Monday,Choice Taxi Association Inc,Credit Card,278
2023,June,Monday,Choice Taxi Association Inc,Mobile,88
2023,June,Monday,Choice Taxi Association Inc,Prcard,2
2023,June,Monday,City Service,Cash,1959
2023,June,Monday,City Service,Credit Card,4297
2023,June,Monday,City Service,Mobile,1355
2023,June,Monday,City Service,Prcard,770
2023,June,Monday,Flash Cab,Cash,4680
2023,June,Monday,Flash Cab,Credit Card,4217
2023,June,Monday,Flash Cab,Mobile,1926
2023,June,Monday,Flash Cab,Prcard,4210
2023,June,Monday,Globe Taxi,Cash,802
2023,June,Monday,Globe Taxi,Credit Card,1389
2023,June,Monday,Globe Taxi,Mobile,482
2023,June,Monday,Globe Taxi,Prcard,281
2023,June,Monday,Koam Taxi Association,Cash,46
2023,June,Monday,Koam Taxi Association,Credit Card,128
2023,June,Monday,Koam Taxi Association,Mobile,52
2023,June,Monday,Koam Taxi Association,Prcard,2
2023,June,Monday,Medallion Leasin,Cash,822
2023,June,Monday,Medallion Leasin,Credit Card,1496
2023,June,Monday,Medallion Leasin,Mobile,411
2023,June,Monday,Medallion Leasin,Prcard,95
2023,June,Monday,Metro Jet Taxi A.,Cash,25
2023,June,Monday,Metro Jet Taxi A.,Credit Card,30
2023,June,Monday,Metro Jet Taxi A.,Mobile,16
2023,June,Monday,Patriot Taxi Dba Peace Taxi Associat,Cash,72
2023,June,Monday,Patriot Taxi Dba Peace Taxi Associat,Credit Card,62
2023,June,Monday,Patriot Taxi Dba Peace Taxi Associat,Mobile,48
2023,June,Monday,Patriot Taxi Dba Peace Taxi Associat,Prcard,21
2023,June,Monday,Petani Cab Corp,Cash,4
2023,June,Monday,Petani Cab Corp,Credit Card,19
2023,June,Monday,Setare Inc,Cash,21
2023,June,Monday,Setare Inc,Credit Card,57
2023,June,Monday,Setare Inc,Mobile,4
2023,June,Monday,Star North Taxi Management Llc,Cash,571
2023,June,Monday,Star North Taxi Management Llc,Credit Card,1198
2023,June,Monday,Star North Taxi Management Llc,Mobile,427
2023,June,Monday,Star North Taxi Management Llc,Prcard,14
2023,June,Monday,Sun Taxi,Cash,2263
2023,June,Monday,Sun Taxi,Credit Card,5056
2023,June,Monday,Sun Taxi,Mobile,1593
2023,June,Monday,Sun Taxi,Prcard,283
2023,June,Monday,Taxi Affiliation Services,Cash,5290
2023,June,Monday,Taxi Affiliation Services,Credit Card,7817
2023,June,Monday,Taxi Affiliation Services,No Charge,4
2023,June,Monday,Taxi Affiliation Services,Unknown,2705
2023,June,Monday,Taxi Affiliation Services Llc - Yell,Cash,13
2023,June,Monday,Taxi Affiliation Services Llc - Yell,Credit Card,47
2023,June,Monday,Taxi Affiliation Services Llc - Yell,Mobile,18
2023,June,Monday,Taxicab Insurance Agency Llc,Cash,1941
2023,June,Monday,Taxicab Insurance Agency Llc,Credit Card,4414
2023,June,Monday,Taxicab Insurance Agency Llc,Mobile,1389
2023,June,Monday,Taxicab Insurance Agency Llc,Prcard,150
2023,June,Monday,"Taxicab Insurance Agency, LLC",Cash,683
2023,June,Monday,"Taxicab Insurance Agency, LLC",Credit Card,1034
2023,June,Monday,"Taxicab Insurance Agency, LLC",Dispute,11
2023,June,Monday,"Taxicab Insurance Agency, LLC",No Charge,6
2023,June,Monday,"Taxicab Insurance Agency, LLC",Unknown,46
2023,June,Monday,Top Cab,Cash,53
2023,June,Monday,Top Cab,Credit Card,139
2023,June,Monday,Top Cab,Mobile,35
2023,June,Monday,Top Cab,Prcard,10
2023,June,Monday,U Taxicab,Cash,233
2023,June,Monday,U Taxicab,Credit Card,368
2023,June,Monday,U Taxicab,Dispute,3
2023,June,Monday,U Taxicab,Unknown,14
2023,June,Saturday,2733 - 74600 Benny Jona,Cash,5
2023,June,Saturday,2733 - 74600 Benny Jona,Credit Card,10
2023,June,Saturday,312 Medallion Management Corp,Cash,31
2023,June,Saturday,312 Medallion Management Corp,Credit Card,49
2023,June,Saturday,3556 - 36214 RC Andrews Cab,Unknown,4
2023,June,Saturday,3591 - 63480 Chuks Cab,Cash,55
2023,June,Saturday,3591 - 63480 Chuks Cab,Credit Card,50
2023,June,Saturday,4053 - 40193 Adwar H. Nikola,Cash,3
2023,June,Saturday,4053 - 40193 Adwar H. Nikola,Credit Card,12
2023,June,Saturday,4623 - 27290 Jay Kim,Cash,6
2023,June,Saturday,4623 - 27290 Jay Kim,Credit Card,13
2023,June,Saturday,4787 - 56058 Reny Cab Co,Cash,1
2023,June,Saturday,5 Star Taxi,Cash,1131
2023,June,Saturday,5 Star Taxi,Credit Card,1603
2023,June,Saturday,5 Star Taxi,Mobile,895
2023,June,Saturday,5 Star Taxi,Prcard,386
2023,June,Saturday,5167 - 71969 5167 Taxi Inc,Cash,23
2023,June,Saturday,5167 - 71969 5167 Taxi Inc,Credit Card,4
2023,June,Saturday,5167 - 71969 5167 Taxi Inc,Unknown,2
2023,June,Saturday,6574 - Babylon Express Inc.,Cash,7
2023,June,Saturday,6574 - Babylon Express Inc.,Credit Card,25
2023,June,Saturday,Blue Ribbon Taxi Association,Cash,711
2023,June,Saturday,Blue Ribbon Taxi Association,Credit Card,942
2023,June,Saturday,Blue Ribbon Taxi Association,Mobile,726
2023,June,Saturday,Blue Ribbon Taxi Association,Prcard,145
2023,June,Saturday,Chicago City Taxi Association,Cash,229
2023,June,Saturday,Chicago City Taxi Association,Credit Card,362
2023,June,Saturday,Chicago City Taxi Association,Dispute,2
2023,June,Saturday,Chicago City Taxi Association,No Charge,1
2023,June,Saturday,Chicago City Taxi Association,Unknown,28
2023,June,Saturday,Chicago Independents,Cash,980
2023,June,Saturday,Chicago Independents,Credit Card,1805
2023,June,Saturday,Chicago Independents,Dispute,3
2023,June,Saturday,Chicago Independents,Mobile,1068
2023,June,Saturday,Chicago Independents,No Charge,5
2023,June,Saturday,Chicago Independents,Prcard,40
2023,June,Saturday,Chicago Independents,Unknown,5
2023,June,Saturday,Chicago Taxicab,Cash,74
2023,June,Saturday,Chicago Taxicab,Credit Card,131
2023,June,Saturday,Chicago Taxicab,Mobile,50
2023,June,Saturday,Choice Taxi Association,Cash,388
2023,June,Saturday,Choice Taxi Association,Credit Card,573
2023,June,Saturday,Choice Taxi Association,Dispute,3
2023,June,Saturday,Choice Taxi Association,No Charge,7
2023,June,Saturday,Choice Taxi Association,Unknown,89
2023,June,Saturday,Choice Taxi Association Inc,Cash,72
2023,June,Saturday,Choice Taxi Association Inc,Credit Card,199
2023,June,Saturday,Choice Taxi Association Inc,Mobile,104
2023,June,Saturday,Choice Taxi Association Inc,Prcard,1
2023,June,Saturday,City Service,Cash,1797
2023,June,Saturday,City Service,Credit Card,3372
2023,June,Saturday,City Service,Mobile,2179
2023,June,Saturday,City Service,Prcard,681
2023,June,Saturday,Flash Cab,Cash,3780
2023,June,Saturday,Flash Cab,Credit Card,3227
2023,June,Saturday,Flash Cab,Mobile,3073
2023,June,Saturday,Flash Cab,Prcard,3530
2023,June,Saturday,Globe Taxi,Cash,746
2023,June,Saturday,Globe Taxi,Credit Card,1050
2023,June,Saturday,Globe Taxi,Mobile,782
2023,June,Saturday,Globe Taxi,Prcard,221
2023,June,Saturday,Koam Taxi Association,Cash,41
2023,June,Saturday,Koam Taxi Association,Credit Card,90
2023,June,Saturday,Koam Taxi Association,Mobile,79
2023,June,Saturday,Koam Taxi Association,Prcard,3
2023,June,Saturday,Medallion Leasin,Cash,855
2023,June,Saturday,Medallion Leasin,Credit Card,1212
2023,June,Saturday,Medallion Leasin,Mobile,899
2023,June,Saturday,Medallion Leasin,Prcard,70
2023,June,Saturday,Metro Jet Taxi A.,Cash,1
